카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
KCTV알뜰카드,제주은행,https://d1c5n4ri2guedi.cloudfront.net/card/2148/card_img/21830/2148card.gif,300000,"국내전용 [5,000]원",신용,"{'쇼핑': '온라인쇼핑몰에서 3만원 이상 결제 시 월 2회 5% 청구 할인 제공.', '카페/디저트': '스타벅스, 투썸플레이스, 카페베네에서 월 4회, 1만원 이상 결제 시 혜택 제공.', 'OTT/영화/문화': '영화관에서 월 1회, 연 6회 최대 3천원 청구 할인 제공.', '기타 혜택(유의사항 등)': 'KCTV 방송요금 자동이체 시 최대 7천원 청구 할인, 이동통신요금 자동이체 시 1천원 할인, 자동화기기 및 전자금융 이용수수료 면제, 외환 수수료 감면 혜택 제공.'}"
LOCA for Edu,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/623/card_img/21389/623card.png,1500000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'교육/육아': '학원, 학습지, 유치원에서 10만원 이상 결제 시 5% 할인 (월 한도 2만 5천원).', '기타 혜택(유의사항 등)': '서점 및 문구점에서 오프라인 결제 시 10% 할인 (월 할인한도 5천원).'}"
New Happy 하나카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1340/card_img/20835/1340card.png,0,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'기타 혜택(유의사항 등)': '해피포인트는 해피오더, 해피마켓, 해피페이 결제 시 5천원당 1,000포인트 적립과 가맹점 이용 시 2%~0.5% 포인트 적립 혜택을 제공합니다.'}"
LOCA for Auto,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/621/card_img/21387/621card.png,1500000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'주유': 'SK 에너지, S-OIL, GS칼텍스, 현대오일뱅크에서 월 30만원까지 100원/L 할인.', '마트/편의점': 'GS25, CU, 세븐일레븐에서 오프라인 결제 시 5% 할인 (월 5천원 한도, 1만원 이상 결제 시 적용).', '기타 혜택(유의사항 등)': '- 자동차 보험 10,000원 할인(연 1회, 30만원 이상 결제 시) 및 배달의민족ㆍ요기요 5% 할인(월 5천원 한도, 1만원 이상 결제 시) 제공.'}"
LOCA for 롯데마트,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2537/card_img/29445/2537card.png,0,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'마트/편의점': '롯데마트 및 MAXX에서 결제 시, 이용 실적에 따라 최대 월 30,000원 할인 혜택 제공.', '기타 혜택(유의사항 등)': 'LOCA for 롯데마트 카드는 가족카드 실적 합산, 해외 이용 시 수수료 부과, L.POINT 적립 서비스 제공 등 다양한 혜택을 제공합니다.'}"
New PAYCO 롯데카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/664/card_img/21429/664card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': 'New PAYCO 롯데카드 이용 시 PAYCO 포인트를 최대 월 10만 포인트까지 적립할 수 있으며, PAYCO 가맹점에서 결제 시 3%, 일반 가맹점에서는 0.7% 적립됩니다.'}"
NH1961카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2252/card_img/21002/2252card.png,0,"국내전용 [12,000]원 / 해외겸용 [14,000]원",신용,"{'공항라운지/PP': '국제공항 라운지 무료 이용 연 2회 제공.', '기타 혜택(유의사항 등)': '국내/해외 가맹점에서 0.7~0.9% NH포인트 적립, 언택트 라이프영역에서 10~50% 적립.'}"
LG U+ Bora 신한카드 Big Plus,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/1390/card_img/20752/1390card.png,400000,"국내전용 [22,000]원 / 해외겸용 [25,000]원",신용,"{'주유': '현대오일뱅크 주유 시 리터당 40원 적립, 월 최대 30만원 주유금액 적용.', '통신': 'LG U+ 통신요금 자동납부 시 전월 이용금액에 따라 최대 1만 5천원 할인 제공.', 'OTT/영화/문화': '인터파크 및 YES24 영화 예매 시 본인 및 동반자 각 1,500원 할인, 월 3회, 연 15회까지 가능.', '기타 혜택(유의사항 등)': 'LG U+ 매장에서 [LG U+ Bora 신한카드 Big Plus]로 통신기기를 24개월 또는 36개월 할부 결제 시 각각 연 5.9% 및 연 7.0%의 확정이자로 청구되는 스마트할부 서비스 제공.'}"
LOCA for Coffee,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/622/card_img/21388/622card.png,1500000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'교통': '버스, 지하철, 택시 10% 할인 (월 한도 5천원, 150만원 이상 이용 시 제공).', '쇼핑': '쿠팡, SSG닷컴, 마켓컬리에서 5% 할인 (월 할인한도 5천원, 150만원 이상 이용 시 제공).', '카페/디저트': '스타벅스, 폴바셋, 빽다방, 투썸플레이스 50% 할인 (월 한도 1만원, 150만원 이상 이용 시 제공).', '기타 혜택(유의사항 등)': '넷플릭스, 유투브, 왓챠, 멜론, 지니뮤직 20% 할인(월 한도 1만원) 및 배달의민족, 요기요 10% 할인(월 한도 5천원) 제공.'}"
NEW AUTO+,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2185/card_img/21799/2185card.png,300000,"국내전용 [9,000]원/해외겸용 [10,000]원",신용,"{'주유': '주유소에서 전월 실적에 따라 리터당 80~100원 청구할인 제공, 월 20만원까지 할인.', '기타 혜택(유의사항 등)': '- 손해보험업종 2% 청구할인, 최대 2만원, 연 1회, 전월실적 30만원 이상 시 제공. \n- 이마트, 홈플러스, 롯데마트 5% 청구할인, 월 최대 1만원, 3만원 이상 사용 시 제공. \n- G마켓, 옥션, 11번가, 쿠팡, 위메프 5% 청구할인, 월 최대 1만원, 3만원 이상 사용 시 제공. \n- 아웃백, VIPS, TGIF 10% 청구할인, 월 최대 1만원, 3만원 이상 사용 시 제공. \n- 스타벅스 등 10% 청구할인, 건당 최대 2천원, 1만원 이상 사용 시 제공.'}"
NH올원 Rental&넥센타이어카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2019/card_img/21979/2019card.png,300000,"국내전용 [10,000]원 / 해외겸용 [12,000]원",신용,"{'공과금/렌탈': '넥센타이어 렌탈료에 대해 전월실적에 따라 최대 3만원 청구할인 제공.', '기타 혜택(유의사항 등)': '전국 주요 놀이공원에서 본인 자유이용권 50% 할인 및 입장료 30% 할인 혜택 제공, 전월 실적 30만원 이상 시 이용 가능.'}"
NH올원 Shopping&AMOREPACIFIC카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2036/card_img/21962/2036card.png,300000,"국내전용 [10,000]원 / 해외겸용 [12,000]원",신용,{'기타 혜택(유의사항 등)': '아모레퍼시픽 가맹점에서 전월 실적에 따라 5~10% 청구할인 제공.'}
NH올원 Rental&바디프랜드카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2021/card_img/21977/2021card.png,300000,"국내전용 [12,000]원 / 해외겸용 [14,000]원",신용,"{'공과금/렌탈': '바디프랜드 렌탈료에 대해 전월실적에 따라 최대 3만원 청구할인 제공.', '기타 혜택(유의사항 등)': '전국 주요 놀이공원 및 동물원 할인 혜택 제공, 전월 실적 30만원 이상 시 이용 가능.'}"
NH올원 Direct&DB손해보험카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/1648/card_img/22517/1648card.png,300000,"국내전용 [8,000]원 / 해외겸용 [10,000]원",신용,"{'주유': 'Sk에너지, 농협주유소에서 5% 청구할인(전월실적 30만원 이상, 건당 3만원 이상, 월 1만원 한도).', '푸드': '국내 음식점, 커피전문점, 제과점 등에서 3% 청구할인 제공, 전월실적 30만원 이상 및 이용건당 3만원 이상 시 월 5천원 한도 내에서 적용.', '기타 혜택(유의사항 등)': 'DB손해보험 다이렉트 자동차보험료 결제 시 30만원 이상 할인 제공, 50만원 이상 시 추가 할인.'}"
NH농협 부자되세요 아파트카드(비씨),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/185/card_img/20402/185card.png,400000,"해외겸용 [10,000]원",신용,"{'쇼핑': '하나로마트, 이마트, 홈플러스, 롯데마트에서 5% 청구할인(월 2회, 3만원 이상 결제 시, 전월 실적 40만원 이상)과 다이소 5% 할인(전월 실적 40만원 이상) 제공.', '카페/디저트': '스타벅스, 이디야, 공차, 뚜레쥬르, 던킨도너츠에서 전월 실적 40만원 이상 시 5% 청구할인 제공.', '기타 혜택(유의사항 등)': '아파트관리비 자동이체 시 전월 실적에 따라 최대 1만원 청구할인 제공, 학원 업종 결제 시 5% 청구할인 제공.'}"
NH올원 LG전자BEST카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/1996/card_img/22002/1996card.png,300000,"해외겸용 [15,000]원",신용,"{'공과금/렌탈': 'LG Best Shop에서 전자제품 구매 시 라이트할부 및 렌탈료 자동이체 할인서비스 제공.', 'OTT/영화/문화': 'OTT/영화/문화 관련 생활할인 서비스로 커피, 베이커리, 아이스크림 10% 청구할인과 CGV 영화 1천원 청구할인이 제공되며, 전월 실적에 따라 최대 3만원 할인 가능.', '기타 혜택(유의사항 등)': '전국 주요 놀이공원 및 동물원 할인 혜택 제공, 전월 실적 30만원 이상 시 이용 가능.'}"
NH농협 콕카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/186/card_img/20403/186card.png,400000,"해외겸용 [10,000]원",신용,"{'통신': '신용카드 서비스 선택 가능하며, 통신요금 자동이체 시 10% 청구할인 제공 (농촌형 및 도시형 카드).', '마트/편의점': '농협 신용카드는 농촌형, 도시형, 일반형 중 선택 가능하며, 농협 판매장 이용 시 최대 10% 청구할인과 일반형은 승인금액에 따라 0.5~1.0% 청구할인을 제공합니다.', '쇼핑': '농협몰 10% 청구할인 제공, 전월실적에 따라 최대 1만 5천원 할인.', '기타 혜택(유의사항 등)': '농촌형 카드: 농업밀착업종 및 주유소 10% 청구할인, 도시형 카드: 백화점, 대형마트, 대중교통 10% 청구할인, 전월 실적에 따라 최대 할인 제공.'}"
NH올원+(플러스)카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/173/card_img/20385/173card.png,0,"국내전용 [23,000]원 / 해외겸용 [25,000]원",신용,"{'해외': '해외이용액에 대해 전월실적 관계없이 1.2% NH포인트 적립.', '기타 혜택(유의사항 등)': 'NH포인트를 전월실적에 관계없이 2만원 이상 이용 시 0.7%, 10만원 이상 이용 시 0.9% 적립.'}"
NS홈쇼핑 삼성카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2278/card_img/28093/2278card.png,400000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'쇼핑': 'NS홈쇼핑에서 결제 시 전월 이용금액에 따라 최대 25,000원까지 10% 할인 제공.', '기타 혜택(유의사항 등)': '생활비 관련 카드 혜택으로, 주유·커피·제과·편의점·생활잡화에서 5% 결제일 할인 제공, 생활요금 정기결제 10,000원 이상 시 1,000원 할인.'}"
NH농협 올바른LIFE카드(할인형),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/526/card_img/21212/526card.png,300000,"해외겸용 [10,000]원",신용,"{'통신': '이동통신요금 자동납부 시 2천원 청구할인 (SKT/KT/LGU+ 대상, 전월실적 30만원 이상 시 월 1회 제공).', '마트/편의점': '대형마트 3% 청구할인, 편의점 5% 청구할인 (전월실적 30만원 이상 시 제공).', '쇼핑': '온라인쇼핑 3% 청구할인 (전월실적 30만원 이상 시 제공).', '카페/디저트': '커피전문점과 제과점에서 5% 청구할인 제공 (전월실적 30만원 이상 시).', '병원/약국': '병원과 약국에서 3% 청구할인 제공 (전월실적 30만원 이상 시).', 'OTT/영화/문화': '영화관(CGV, 메가박스, 롯데시네마)에서 5% 청구할인 제공, 전월실적 30만원 이상 시 적용.', '기타 혜택(유의사항 등)': '서점 3% 청구할인 및 주요 놀이공원 50% 현장할인 제공, 전월실적 30만원 이상 시 이용 가능.'}"
ON PLATINUM카드(포인트),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2131/card_img/21866/2131card.png,0,"국내전용 [118,000]원 / 해외겸용 [120,000]원",신용,"{'공항라운지/PP': '전 세계 공항 라운지 무료 이용(더 라운지 멤버스 앱 통해 발급).', '프리미엄': 'Mastercard 및 JCB Platinum 프리미엄 서비스는 카드 회원 본인을 위한 다양한 제휴 서비스(공항 발레파킹, 라운지 이용 등)를 제공하며, 서비스 이용 시 해당 카드 제시가 필요합니다.', '기타 혜택(유의사항 등)': '국내·외 0.8% 기본 적립, 전월실적 50만원 이상 시 더블적립 1.6%, 분기별 실적에 따라 보너스 포인트 제공.'}"
PAYCO 36 우리카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2583/card_img/30703/2583card.png,400000,"국내전용 [15,000원] / 해외겸용 [15,000원]",신용,"{'마트/편의점': '편의점에서 5% 청구할인을 제공하며, 오프라인 매장에서 1만원 이상 결제 시 월 최대 3천원 한도로 적용된다.', '카페/디저트': '커피전문점에서 5% 청구할인, 월 최대 3천원 한도.', '기타 혜택(유의사항 등)': 'PAYCO 결제 시 1% 포인트 적립(40만원 이상), 일반 결제 시 0.5% 적립(월 최대 10만 포인트).'}"
RROUND PAY X 디지로카,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2936/card_img/46472/2936card.png,0,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'기타 혜택(유의사항 등)': 'RROUND PAY X 디지로카 카드로 결제 시 RR PAY 포인트를 최대 2% 적립하며, 미리적립 서비스로 최대 30만 포인트를 신청할 수 있습니다.'}"
SILVER FOR LOTTE DEPARTMENT STORE,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2738/card_img/36659/2738card_1.png,500000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'기타 혜택(유의사항 등)': '국내외 가맹점 1% M포인트 적립, 롯데백화점 등에서 5% 적립(월 2만 한도), M 긴급적립 서비스 제공.'}"
RAUME O,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/1860/card_img/28078/1860card.png,0,"해외겸용 [2,000,000]원",신용,"{'프리미엄': '삼성프리미엄카드는 국내 특급 호텔 할인, 유명 레스토랑 10% 할인, 명품 패션 브랜드 최대 20% 할인, 뷰티 클리닉 할인 혜택과 생일 고급 와인 제공 이벤트를 제공합니다.', '여행/숙박': '국내 특급 호텔 및 인천공항에서 발렛파킹 무료 제공, 공항 라운지 무료 이용, 다양한 할인 혜택 제공.', '기타 혜택(유의사항 등)': 'RAUME O 카드는 프리미엄 라이프 케어 서비스와 다양한 바우처 혜택을 제공하며, 두랄루민 소재로 제작되어 품격을 갖춘 카드입니다.'}"
PAYCO taptap,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/1883/card_img/28082/1883card.png,400000,"국내전용 [9,900]원 / 해외겸용 [9,900]원",신용,"{'마트/편의점': '편의점 및 배달앱에서 5% PAYCO 포인트 적립, 통합 월 5,000 포인트 한도.', '카페/디저트': '커피전문점 및 헬스&뷰티에서 5% PAYCO 포인트 적립, 전월 이용금액 40만원 이상 시 제공.', '간편결제': '국내 가맹점에서 PAYCO 간편결제 시 5% PAYCO 포인트 적립, 월 최대 10,000 포인트.', '기타 혜택(유의사항 등)': '벅스 음원사이트에서 PAYCO taptap 전용상품 결제 시 50% PAYCO 포인트 적립 (월 1회, 전월 이용금액 40만원 이상 시 제공).'}"
RAUME O (스카이패스),삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/1865/card_img/28079/1865card.png,0,"해외겸용 [2,000,000]원",신용,"{'프리미엄': '삼성프리미엄카드는 국내 특급 호텔 할인, 유명 레스토랑 및 명품 브랜드 할인, 뷰티 클리닉 할인, RAUME Experience 이벤트 초대, 생일 고급 와인 제공, 여행 및 문화 행사 안내, 프리미엄 레스토랑 예약 대행 등의 혜택을 제공합니다.', '여행/숙박': '국내 특급 호텔 및 인천공항에서 발렛파킹 무료 제공, 전월 이용금액에 관계없이 연 12회 공항 라운지 무료 이용 가능.', '기타 혜택(유의사항 등)': 'RAUME O 카드로 대한항공 마일리지 적립, 연 1회 기프트 바우처 제공, 항공권 할인 및 골프 관련 서비스 이용 가능.'}"
SK LPG SAVE KB국민카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/107/card_img/20265/107card.png,300000,"국내전용 [3,000]원 / 해외겸용 [5,000]원",신용,"{'기타 혜택(유의사항 등)': '- SK 충전소에서 3만원 이상 충전 시 월 6회 1,500원 청구할인 제공.\n- 연 1회 엔진오일 무료 교환 및 안전 점검, 타이어 서비스 제공.\n- 3대 패밀리레스토랑 이용 시 10% 청구할인, 월 2회 한도.\n- 백화점, 할인점, 정비업소, 손해보험업종에서 5만원 이상 이용 시 2~3개월 무이자 할부 제공.'}"
